"ID","class1","class2","class3","class4","class5","class6","class7","class8","class9"
1097,0,0,0,1,0,0,0,0,0
1098,0,0,0,0,0,0,0,4.46989392200418e-88,0
1099,1,1,0,1,0,0,1,0.99999998680938,0
1100,0,0,1,0,1,0,0,1,0
1101,4.01532970651337e-261,1,1,0,0,0,0,0,0
1102,0,0,7.99980974542884e-128,0,0,0,0,0,1
1103,1.840036493076e-131,0,0,0,0,1,0,0,0
1104,7.70505813154047e-196,1,0,0,0,1,0,1,0
1105,0,1,1,7.32669755217845e-283,0,0,1,1,0
1106,0,0,0,7.64600408619648e-302,1,0,1,0,1.70823177480709e-235
1107,1,0,1,1,0,0,0,0,1
1108,0,0,0,0,0,0,0,0.999999999999915,0
1109,0,0,0,0,3.80678041472617e-46,1.6956423972382e-246,1,3.24520181066863e-226,0
1110,0,1,1,1,0,0,0,0,4.73705673653573e-95
1111,1.01380514253669e-271,0,1,1,0,0,0,0,0
1112,0,0,0,1,2.6156234387235e-232,0,0,0,9.47252306745964e-140
1113,0,0,0,0,1,1.03611768617085e-142,1,0,0.999922404702939
1114,1,0,0,4.30849130095101e-297,0,0,1,0,0
1115,0,0,0,0,4.10543590478963e-224,0,1,0,1
1116,0,1,0,1,0,0,0,0,0
1117,0,0,4.56446729251362e-51,1,0,0,0,0,0
1118,2.47592454074007e-05,2.38251677847308e-49,0,1.74617040963301e-29,1,1,0,0,0
1119,0,0,0,0,1,0,0,0,1
1120,1,0,6.15162479401181e-239,0,1,1.27414342486761e-188,1,0,0
1121,2.63076376534504e-230,1,0,0,0,0,0,0,0
1122,0,1.34560477318194e-283,0,1,0,0,5.02958260137748e-305,1.0450747544177e-151,1
1123,0,0,1,0,0,1,0,0,1.89914932283202e-275
1124,0,0,0,0,0,0,0,1,0
1125,0,0,1,0,0,0,0,0,0
1126,0,3.52232340567421e-118,0,0,1,0,0,0,1
1127,1,0,1,0,0,0,1,0,0
1128,0,0,0,0,0,4.01925486920372e-104,1,0,0
1129,1,1,0,0,0,0,2.23774866058656e-53,0,0
1130,0,0,0,1,1,0,0,1,1
1131,1,1,0,0,1,0,0,0.9999999765619,0
1132,0,0,0,0,0,1,0,1.01455675375538e-125,0
1133,0,0,1,0,0,0,0,0,0
1134,0,0,0,0,0,0,0,0,0
1135,2.10202712448528e-248,0,7.72147998577208e-146,1,1,1,0,0,3.20859539647374e-229
1136,3.94705182630339e-231,0,1,1,0,0,0,1,1
1137,5.31520439871676e-147,0,1,0,1,1,0,0,0
1138,1,0,0,0,0,2.64120236205385e-263,0,1,0
1139,0,1,0,0,0,2.06253401723229e-191,3.13163127348709e-51,0,0
1140,0,0,0,0,8.79459812192793e-212,0,0,1,3.94790547760121e-96
1141,0,1,0,0,0,0,1,1,0
1142,1,1,0,4.12420141428591e-285,0,0,1,1,0
1143,0,0,0,1,0,0,0,3.11252060979536e-136,0
1144,0,0,0,0,1,0,0,0,0
1145,0,0,1,1,0,0,1,1,1
1146,0,1,0,1,1.22923884974805e-258,1,1,1,1
1147,0,0,0,8.36376756359732e-239,0,0,0,0,0
1148,0,1,0,1.57963068565941e-215,0,0,0,1,0
1149,0,0,0,0,0,0,0,0,0
1150,0,3.65663906276811e-09,6.67558114051625e-289,0,0,0,1.20451778893766e-22,0,1
1151,0,0,0,1,0,0,0,1.572814651406e-148,0
1152,0,0,0,0,0,0,0,0,0
1153,0,1,0,0,0,0,0,0,1.54469840747679e-103
1154,0,0,0,0,1,1,0,0,0
1155,1,6.21691074533609e-233,0,1,0,0,0,0,0
1156,0,0,0,0,1,0,0,0,0
1157,0,0,0,0,0,1,0,0,4.05077338999974e-165
1158,0,0,0,1.97575956414199e-219,0,8.2196494524268e-102,0,4.64534370199938e-162,0
1159,1,1,3.36029620989591e-15,0,4.26906048864081e-249,0,0,0,6.3499622900136e-298
1160,0,0,1,1,2.31134280117523e-231,0,1,0,0
1161,1.55938186114621e-262,0,1,0,1,1,0,0,0
1162,0,0,1,1,0,1,1,0,0
1163,0,0,0,0,0,1,1,0,0
1164,1,0,0,0,0,1,0,0,0
1165,0,0,0,1.30850829840794e-258,0,0,0,1,0
1166,1,1,0,1.08233071414489e-113,0,0,0,0,0
1167,4.15343712171581e-76,0,1,0,0,0,1,8.0888137995996e-34,1
1168,0,1,0,0,0,0,0,0,0
1169,0,0,1,0,1,0,1,2.00920857891094e-29,0
1170,0,0,0,0,0,1.9527184886007e-179,1.5320953717551e-147,0,4.79839236244897e-15
1171,0,0,0,0,0,3.31466393362992e-16,1,0,2.5674625762235e-159
1172,0,1.10965210954022e-54,0,1,1,0,0,0,1
1173,0,0,0,1,0,1,0,0,0.999999998557789
1174,0,1.14773742992429e-182,1,0,0,0,1.28723066321399e-87,0,1
1175,0.000133807243263878,1,0,0,0,0,0,0,0
1176,1,0,0,0,0,0,1.83296240728639e-42,0,1
1177,0,0,0,0,1,0,0,1,5.99540000424787e-121
1178,0,1,0,1,0,0,0,0,0
1179,0,0,0,0,0,1,0,0,0
1180,1.62977678074916e-83,0,0,0,1,0,0,0,0
1181,1,0,0,0,1.25398415319278e-115,3.58956006446287e-157,2.44698946909362e-282,1,1
1182,0,1,0,0,0,1.07868043829658e-58,0,0,6.9362590073703e-127
1183,1,0,0,1,9.02347314963902e-226,1.10665833418502e-109,1,0,1.1844065241081e-29
1184,0,1,0,0,0,0,0,0.217364737035252,0
1185,0,0,0,0,1,0,1,0,0
1186,0,1,0,0,1.51813810609579e-83,1,1,0,1.20479350669716e-263
1187,0,0,0,0,8.70046227101126e-256,0,0,0,1
1188,0,0,0,0,2.2608672765542e-113,1,0,0,4.35924172715211e-156
1189,1,1,0,0,2.64043926357074e-31,0,0,0,0
1190,1,0,0,1,0,0,1,0,0
1191,2.78537646416907e-254,0,0,0,0,0,0,0,0
1192,0,0,1,0,0,0,1.67556032356862e-21,0,0
1193,1,0,0,0,0,0,0,0,1
1194,1,0,0,0,0,1,0,1.02233725783104e-275,4.85594464091044e-281
1195,0,2.7581548198801e-233,4.19140588995923e-92,0,0,0,0,0,0
1196,0,0,0,1,0,0,0,0,0
1197,0,1,1,0,0,1,0,0,3.37174183493251e-67
1198,4.31994629982556e-102,1,0,1,0,0,0,0,0
1199,1,7.66888123190043e-229,0,0,1,1,0,3.10127344460878e-177,1
1200,0,0,0,0,0,0,8.31568947808651e-115,1,0
1201,0,0,6.32323553530188e-245,0,0,0,0,1,6.44464066272143e-135
1202,0,0,0,0,0,0,0,0,1
1203,0,0,0,1,0,0,1,1,0
1204,0,0,0,4.58329089042335e-14,0,0,0,1,1
1205,0,0,0,0,1,0,0,0,1
1206,0,0,0,6.9643719713128e-08,0,1,7.02299264850578e-298,0,0
1207,0,1,0,8.03338745994726e-272,0,0,0,0,0
1208,0,1,0,0,0,3.2137628630255e-218,1,0,0
1209,4.53060504405007e-26,1,8.76249164803433e-113,1,1.38161438617417e-235,0,0,0,0
1210,0,0,0,0,0,1.8085327600017e-53,0,3.1554812161847e-195,0
1211,0,6.55729434237626e-50,0,1,0,0,0,0,1
1212,4.84526320248797e-87,0,1,0,0,0,0,0,0
1213,0,0,0.999999999816122,0,5.08748070266241e-288,1,3.06346187160236e-68,0,0
1214,0,1.03343420545203e-103,0,0,0,5.47476625026274e-14,0,0,0
1215,0,1,0,0,0,0,4.68979473753566e-18,0,1.03758787086725e-123
1216,9.99697406635695e-14,0,5.31021143001293e-87,0,0,0,9.4561936607748e-32,0,1
1217,1,0,3.27179654492725e-256,0,0,0,1,0,0
1218,1,1.04620804268683e-69,1,1,0,0,0,0,0
1219,4.42395753041069e-212,0,0,1,0,1,0,1,0
1220,0,0,0,0,1,0,1,0,1
1221,1,0,0,1.00052346426327e-273,0,0,0,0,0
1222,1,1,3.33495749286126e-184,0,0,0,1,0,1
1223,0,0,0,0,0,1,0,9.50998476081387e-296,0
1224,1.61496013134519e-188,1,0,0,0,1.25170624603237e-161,0,0,0
1225,1.15213900065823e-157,1,1,1,0,0,0,0,1
1226,0,0,0,1,1,0,0,1,3.82049493301178e-165
1227,0,1,1.32427656262628e-49,0,1,0,0,0,1
1228,0,3.24143973431313e-154,0,0,1,6.26125320714406e-130,1,0,1
1229,6.02909019024339e-111,0,0,0,1.5283716284203e-186,0,0,1,0
1230,9.10230714259337e-191,0,0,0,1,0,1,0,0
1231,0,0,1,1,1,0,0,0,0
1232,3.08326744787746e-35,1,1,0,0,0,1.48702027950846e-144,0,1
1233,0,0,0,3.32797089304523e-260,0,1.87168873433904e-81,0,0,0
1234,1,0,2.46859364995967e-229,0,0,0,1,0,0
1235,0,0,8.01046039629277e-119,0,0,0,0,0,0
1236,1,2.76650349807724e-07,0,1,1,0,0,7.61183706970118e-198,1
1237,0,0,0,0,0,0,0,1,1
1238,0,1,0,0,1,0,0,1,3.79456969997793e-23
1239,6.1546762663123e-134,1.99425119203918e-170,0,0,1,0,0,1,1
1240,0,0,1,0,5.16184768365013e-134,4.53265563933592e-223,1,0,0
1241,0,0,0,0,0,0,0,1,0
1242,0,0,1,0,0,0,0,2.23321764358792e-123,0
1243,0,1,0,0,1,0,0,0,0
1244,0,5.63101345046181e-62,0,0,0,1,0,0,3.75697453410535e-231
1245,0,0,1,0,0,0,0,1,0
1246,0,0,0,0,0,1,0,1,1
1247,1,9.32881534306757e-146,0,0,0,1,0,1,0
1248,1.96673610841575e-95,0,3.90487075237348e-301,0,0,4.78287858745969e-246,0,1,0
1249,0,0,0,1,0,0,4.09988808728081e-82,1,0
1250,0,0,1,9.75433569071756e-208,4.95159535387108e-213,0,0,0,1
1251,1,0,0,0,1,1,0,0,0.999999999999925
1252,0,0,0,0,0,1,0,0,1
1253,0,1,0,0,1,0,1,6.35860850532399e-180,0
1254,0,0,3.43056228791566e-154,0,0,0,0,0,0
1255,0,0,0,7.97125906663494e-222,0,3.00905963357271e-48,0,1,1
1256,4.76883997796771e-31,0,0,0,0,1,1,1.54014523181809e-117,7.7254387680769e-272
1257,0,1,0,0,2.99141431106325e-101,0,9.5924612921233e-193,0,0
1258,1,0,0,6.276416909519e-242,3.19138196620868e-183,0,0,1,1
1259,0,0,0,1,0,0,0,0,0
1260,0,0,1,2.26356507581336e-07,0,0,0,0,0
1261,0,0,0,0,0,0,0,0,0
1262,0,0,0,0,0,0,0,0,0
1263,0,0,0,0,0,0,0,0,0
1264,0,0,0,0,0,0,0,0,0
1265,0,0,0,0,0,0,0,0,0
1266,0,0,0,0,0,0,0,0,0
1267,0,0,0,0,0,0,0,0,0
1268,0,0,0,0,0,0,0,0,0
1269,0,0,0,0,0,0,0,0,0
1270,0,0,0,0,0,0,0,0,0
1271,0,0,0,0,0,0,0,0,0
1272,0,0,0,0,0,0,0,0,0
1273,0,0,0,0,0,0,0,0,0
1274,0,0,0,0,0,0,0,0,0
1275,0,0,0,0,0,0,0,0,0
1276,0,0,0,0,0,0,0,0,0
1277,0,0,0,0,0,0,0,0,0
1278,0,0,0,0,0,0,0,0,0
1279,0,0,0,0,0,0,0,0,0
1280,0,0,0,0,0,0,0,0,0
1281,0,0,0,0,0,0,0,0,0
1282,0,0,0,0,0,0,0,0,0
1283,0,0,0,0,0,0,0,0,0
1284,0,0,0,0,0,0,0,0,0
1285,0,0,0,0,0,0,0,0,0
1286,0,0,0,0,0,0,0,0,0
1287,0,0,0,0,0,0,0,0,0
1288,0,0,0,0,0,0,0,0,0
1289,0,0,0,0,0,0,0,0,0
1290,0,0,0,0,0,0,0,0,0
1291,0,0,0,0,0,0,0,0,0
1292,0,0,0,0,0,0,0,0,0
1293,0,0,0,0,0,0,0,0,0
1294,0,0,0,0,0,0,0,0,0
1295,0,0,0,0,0,0,0,0,0
1296,0,0,0,0,0,0,0,0,0
1297,0,0,1,0,0,0,0,0,0
1298,0,0,0,0,0,0,0,0,0
1299,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0
1301,0,0,0,0,0,0,0,0,0
1302,0,0,0,0,0,0,0,0,0
1303,0,0,0,0,0,0,0,0,0
1304,0,0,0,0,0,0,0,0,0
1305,0,0,0,0,0,0,0,0,0
1306,0,0,0,0,0,0,0,0,0
1307,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,0,0,0,0
1309,0,0,0,0,0,0,0,0,0
1310,0,0,0,0,0,0,0,0,0
1311,0,0,0,0,0,0,0,0,0
1312,0,0,0,0,0,0,0,0,0
1313,0,0,0,0,0,0,0,0,0
1314,0,0,0,0,0,0,0,0,0
1315,0,0,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0,0
1317,0,0,0,0,0,0,0,0,0
1318,0,0,0,0,0,0,0,0,0
1319,0,0,0,0,4.5349281468283e-255,0,0,0,0
1320,0,0,0,0,0,0,0,0,0
1321,0,0,0,0,0,0,0,0,0
1322,0,0,0,0,0,0,0,0,0
1323,0,0,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,0,0,0
1325,0,0,0,2.34468519284409e-271,0,0,0,0,0
1326,0,0,0,0,0,0,0,0,0
1327,0,0,0,0,6.5118445419454e-19,0,0,0,0
1328,0,0,0,0,0,0,0,0,0
1329,0,0,0,0,0,0,0,0,0
1330,0,0,0,0,0,0,0,0,0
1331,0,0,0,0,0,0,0,1.32127096776418e-164,0
1332,0,0,0,0,0,0,0,0,0
1333,0,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,0,0,0
1336,0,0,0,0,0,0,0,0,0
1337,0,0,0,0,0,0,0,0,0
1338,0,0,0,0,0,0,0,0,0
1339,0,0,0,0,0,3.35935009673264e-169,0,0,0
1340,0,0,0,0,0,0,0,0,0
1341,0,0,0,0,0,0,0,0,0
1342,0,0,0,0,0,0,0,0,0
1343,0,0,0,0,0,0,0,0,0
1344,0,0,0,0,0,0,0,0,0
1345,0,0,0,0,0,0,0,0,0
1346,0,0,0,0,0,0,0,0,0
1347,0,0,0,0,0,0,0,0,0
1348,0,0,0,0,0,0,0,0,0
1349,0,0,0,0,0,0,0,0,0
1350,0,0,0,0,0,0,0,0,0
1351,0,0,0,0,0,0,0,0,0
1352,0,0,0,0,0,0,0,0,0
1353,0,0,0,0,0,0,0,0,1
1354,0,0,0,0,0,0,0,0,0
1355,0,0,0,0,0,0,0,0,0
1356,0,0,0,0,0,0,0,0,0
1357,0,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,0,0,0,0
1360,0,0,0,0,0,0,0,0,0
1361,0,0,0,0,0,0,0,0,0
1362,0,0,0,0,0,0,0,0,0
1363,0,0,0,0,0,0,0,0,0
1364,0,0,0,0,0,0,0,0,0
1365,0,0,0,0,0,0,0,0,0
1366,0,0,0,0,0,0,0,0,0
1367,0,0,0,0,2.48813020395632e-109,0,0,0,0
1368,0,0,0,0,0,0,0,0,0
1369,0,0,0,0,0,0,0,0,0
1370,0,0,0,0,0,0,0,0,0
1371,0,0,0,0,0,0,0,0,0
1372,0,0,0,0,0,0,0,0,0
1373,0,0,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,0,0,0
1375,0,0,0,0,0,0,0,0,0
1376,0,0,0,0,0,0,0,0,0
1377,0,0,0,0,0,0,0,0,0
1378,0,0,0,0,0,0,0,0,0
1379,0,0,0,0,0,0,0,0,0
1380,0,0,0,0,0,0,0,0,0
1381,0,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,0,0,0,0
1384,0,0,0,0,0,0,0,0,0
1385,0,0,0,0,0,0,0,0,0
1386,0,0,0,0,0,0,0,0,0
1387,0,0,0,0,0,0,0,0,0
1388,0,0,0,0,0,0,0,0,0
1389,0,0,0,0,0,0,0,0,0
1390,0,0,0,0,0,0,0,0,1.27382927498768e-87
1391,0,0,0,0,0,0,0,0,0
1392,0,0,0,0,0,0,0,0,0
1393,0,0,0,0,0,0,0,0,0
1394,0,0,0,0,0,0,0,0,0
1395,0,0,0,0,0,0,0,0,0
1396,0,0,0,0,0,0,0,0,0
1397,0,0,0,0,0,0,0,0,0
1398,0,0,0,0,0,0,0,0,0
1399,0,0,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0,0,0
1401,0,0,0,0,0,0,0,0,0
1402,0,0,0,0,0,0,0,0,0
1403,0,0,0,0,0,0,0,0,0
1404,0,0,0,0,0,0,0,0,0
1405,0,0,0,0,0,0,0,0,0
1406,0,0,0,0,0,0,0,0,0
1407,0,0,0,0,0,0,0,0,0
1408,0,0,0,0,0,0,0,0,0
1409,0,0,0,0,0,0,0,0,0
1410,0,0,0,0,0,0,0,0,0
1411,0,0,0,0,0,0,0,0,0
1412,0,0,0,0,0,0,0,0,0
1413,0,0,0,0,0,0,0,0,0
1414,0,0,0,0,0,0,0,0,0
1415,0,0,0,0,0,0,0,0,0
1416,0,0,0,0,0,0,0,0,0
1417,0,0,0,0,0,0,0,0,0
1418,0,0,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,0,0,0
1420,0,0,0,0,0,0,0,0,0
1421,0,0,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0,0
1423,0,0,0,0,0,0,0,0,0
1424,0,0,0,0,0,0,0,0,0
1425,0,0,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0,0
1427,0,0,0,0,0,0,0,0,0
1428,0,0,0,0,0,0,0,0,0
1429,0,0,0,0,0,0,0,0,0
1430,0,0,0,0,0,0,0,0,0
1431,0,0,0,0,0,0,0,0,0
1432,0,0,0,0,0,0,0,0,0
1433,0,0,0,0,0,0,0,0,0
1434,0,0,0,0,0,0,0,0,0
1435,0,0,0,0,0,0,0,0,0
1436,0,0,0,0,0,0,0,0,0
1437,0,0,0,0,0,0,0,0,0
1438,0,0,0,0,0,0,0,0,0
1439,0,0,0,0,0,0,0,0,0
1440,0,0,0,0,0,0,0,0,0
1441,0,0,0,0,0,0,0,0,0
1442,0,0,0,0,0,0,0,0,0
1443,0,0,0,0,0,0,0,0,0
1444,0,0,0,0,0,0,0,0,0
1445,0,0,0,0,0,0,0,0,0
1446,0,0,0,0,0,0,0,0,0
1447,0,0,0,0,0,0,0,0,0
1448,0,0,0,0,0,0,0,0,0
1449,0,0,0,0,0,0,0,0,0
1450,0,0,0,0,0,0,1,0,0
1451,0,0,0,0,0,0,0,0,0
1452,0,0,0,0,0,0,0,0,0
1453,0,0,0,0,0,0,0,0,0
1454,0,0,0,0,0,0,0,0,0
1455,0,0,0,0,0,0,0,0,0
1456,0,0,0,0,0,0,0,0,0
1457,0,0,0,0,0,0,0,0,0
1458,0,0,0,0,0,0,0,0,0
1459,0,0,0,0,0,0,0,0,0
1460,0,0,0,0,0,0,0,0,0
1461,0,0,0,0,0,0,0,0,0
1462,0,0,0,0,0,0,0,0,0
1463,0,0,0,0,0,0,0,0,0
1464,0,0,0,0,0,0,0,0,0
1465,0,0,0,0,0,0,0,0,0
1466,0,0,0,0,0,0,0,0,0
1467,0,0,0,0,0,0,0,0,0
1468,0,0,0,0,0,0,0,0,0
1469,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0
1471,0,0,0,0,0,0,0,0,0
1472,0,0,0,0,0,0,0,0,0
1473,0,0,0,0,0,0,0,0,0
1474,0,0,0,0,0,0,0,0,0
1475,0,0,0,0,0,0,0,0,0
1476,0,0,0,0,0,0,0,0,0
1477,0,0,0,0,0,0,0,0,0
1478,0,0,0,0,0,0,0,0,0
1479,0,0,0,0,0,0,0,0,0
1480,0,0,0,0,0,0,0,0,0
1481,0,0,0,0,0,0,0,0,0
1482,0,0,0,0,0,0,0,0,0
1483,0,0,0,0,0,0,0,0,0
1484,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0
1486,0,0,0,0,0,0,0,0,0
1487,0,0,0,0,0,0,0,0,0
1488,0,0,0,0,0,0,0,0,0
1489,0,0,0,0,0,0,0,0,0
1490,0,0,0,0,0,0,0,0,0
1491,0,0,0,0,0,0,0,0,0
1492,0,0,0,0,0,0,0,0,0
1493,0,0,0,0,0,0,0,0,0
1494,0,0,0,0,0,0,0,0,0
1495,0,0,0,0,0,0,0,0,0
1496,0,0,0,0,0,0,0,0,0
1497,0,0,0,0,0,0,0,0,0
1498,0,0,0,0,0,0,0,0,0
1499,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,0,0,0,0,0
1501,0,0,0,0,0,0,0,0,0
1502,0,0,0,0,0,0,0,0,0
1503,0,0,0,0,0,0,0,0,0
1504,0,0,0,0,0,0,0,0,0
1505,0,0,0,0,0,0,0,0,0
1506,0,0,0,0,0,1,0,0,0
1507,0,0,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0,0,0
1509,0,0,0,0,0,0,0,0,0
1510,0,0,0,0,0,0,0,0,0
1511,0,0,0,1,0,0,0,0,0
1512,0,0,0,0,0,0,0,0,0
1513,0,0,0,0,0,0,0,0,0
1514,0,0,0,0,0,0,0,0,0
1515,0,0,0,0,0,0,0,0,0
1516,0,0,0,0,0,0,0,0,0
1517,0,0,0,0,0,0,0,0,0
1518,0,0,0,0,0,0,0,0,0
1519,0,0,0,0,0,0,0,0,0
1520,0,0,0,0,0,0,0,0,0
1521,0,0,0,0,0,0,0,0,0
1522,0,0,0,0,0,0,0,0,0
1523,0,0,0,0,0,0,0,0,0
1524,0,0,0,0,0,0,0,0,0
1525,0,0,0,0,0,0,0,0,0
1526,0,0,0,0,0,0,0,0,0
1527,0,0,0,0,0,0,0,0,0
1528,0,0,0,0,0,0,0,0,0
1529,0,0,0,0,0,0,0,0,0
1530,0,0,0,0,0,0,0,0,0
1531,0,0,0,0,0,0,0,0,0
1532,0,0,0,0,0,0,0,0,0
1533,0,0,0,0,0,0,0,0,0
1534,0,0,0,0,0,0,0,0,0
1535,0,0,0,0,0,0,0,0,0
1536,0,0,0,0,0,0,0,0,0
1537,0,0,0,0,0,0,0,0,0
1538,0,0,0,0,0,0,0,0,0
1539,0,0,0,0,0,0,0,0,0
1540,0,0,0,0,0,0,0,0,0
1541,0,0,0,0,0,0,0,0,0
1542,0,0,0,0,0,0,0,0,0
1543,0,0,0,0,0,0,0,0,0
1544,0,0,0,0,0,0,0,0,0
1545,0,0,0,0,0,0,0,0,0
1546,0,0,0,0,0,0,0,0,0
1547,0,0,0,0,0,0,0,0,0
1548,0,0,0,0,0,0,0,0,0
1549,0,0,0,0,0,0,0,0,0
1550,0,0,0,0,0,0,0,0,0
1551,0,0,0,0,0,0,0,0,0
1552,0,0,0,0,0,0,0,0,0
1553,0,0,0,0,0,0,0,0,0
1554,0,0,0,0,0,0,0,0,0
1555,0,0,0,0,0,0,0,0,0
1556,0,0,0,0,0,0,0,0,0
1557,0,0,0,0,0,0,0,0,0
1558,0,0,0,0,0,0,0,0,0
1559,0,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,0,0
1561,0,0,0,0,0,0,0,0,0
1562,0,0,0,0,0,0,0,0,0
1563,0,0,0,0,0,0,0,0,0
1564,0,0,0,0,0,0,0,0,0
1565,0,0,0,0,0,0,0,0,0
1566,0,0,0,0,0,0,0,0,0
1567,0,0,0,0,0,0,0,0,0
1568,0,0,0,0,0,0,0,0,0
1569,0,0,0,0,0,0,0,0,0
1570,0,0,0,0,0,0,0,0,0
1571,0,0,0,0,0,0,0,0,0
1572,0,0,0,0,0,0,0,0,0
1573,0,0,0,0,0,0,0,0,0
1574,0,0,1,0,0,0,0,0,0
1575,0,0,0,0,0,0,0,0,0
1576,0,0,0,0,0,0,0,0,0
1577,0,0,0,0,0,0,0,0,0
1578,0,0,0,0,0,0,0,0,0
1579,0,0,0,0,0,0,0,0,0
1580,0,0,0,0,0,0,0,0,0
1581,0,0,0,0,0,0,0,0,0
1582,0,0,0,0,0,0,0,0,0
1583,0,0,0,0,0,0,0,0,0
1584,0,0,0,0,0,0,0,0,0
1585,0,0,0,0,0,0,0,0,0
1586,0,0,0,0,0,0,0,0,0
1587,0,0,0,0,0,0,0,0,0
1588,0,0,0,0,0,0,0,0,0
1589,0,0,0,0,0,0,0,0,0
1590,0,0,0,0,0,0,0,0,0
1591,0,0,0,0,0,0,0,0,0
1592,0,0,0,0,0,0,0,0,0
1593,0,0,0,0,0,0,0,0,0
1594,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,0,0
1596,0,0,0,0,0,0,0,0,0
1597,0,0,0,0,0,0,0,0,0
1598,0,0,0,0,0,0,0,0,0
1599,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,0,0,0,0
1601,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0
1603,0,0,0,0,0,0,0,0,0
1604,0,0,0,0,0,0,0,0,0
1605,0,0,0,0,0,0,0,0,0
1606,0,0,0,0,0,0,0,0,0
1607,0,0,0,0,0,0,0,0,0
1608,0,0,0,0,0,0,0,0,0
1609,0,0,0,0,0,0,0,0,0
1610,3.50975403980408e-67,0,0,0,0,0,0,0,0
1611,0,0,0,0,0,0,0,0,0
1612,0,0,0,0,0,0,0,0,0
1613,0,0,0,0,0,0,0,0,0
1614,0,0,0,0,0,0,0,0,0
1615,0,0,0,0,0,0,0,0,0
1616,0,0,0,0,0,0,0,0,3.52236603246222e-190
1617,0,0,0,0,0,0,0,0,0
1618,0,0,0,0,0,0,0,0,0
1619,0,0,0,0,0,0,0,0,0
1620,0,0,0,0,0,0,0,0,0
1621,0,0,0,0,0,0,0,0,0
1622,0,0,0,0,0,0,0,0,0
1623,0,0,0,0,0,0,0,0,0
1624,0,0,0,0,0,0,0,0,0
1625,0,0,0,0,0,0,0,0,0
1626,0,0,0,0,0,0,0,0,0
1627,0,0,0,0,0,0,0,0,0
1628,0,0,0,0,0,0,0,0,0
1629,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0
1631,0,0,0,0,0,0,0,0,0
1632,0,0,0,0,0,0,0,0,0
1633,0,0,0,0,0,0,0,0,0
1634,0,0,0,0,0,0,0,0,0
1635,0,0,0,0,0,0,0,0,0
1636,0,0,0,0,0,0,0,0,0
1637,0,0,0,0,0,0,0,0,0
1638,0,0,0,0,0,0,0,0,0
1639,0,0,0,0,0,0,0,0,0
1640,0,0,0,0,0,0,0,0,0
1641,0,0,0,0,0,0,0,0,0
1642,0,0,0,0,0,0,0,0,4.04074412414464e-42
1643,0,0,0,0,0,0,0,0,0
1644,0,0,0,0,0,0,0,0,0
1645,0,0,0,0,0,0,0,0,0
1646,0,0,0,0,0,0,0,0,0
1647,0,0,0,0,0,0,0,0,0
1648,0,0,0,0,0,0,0,0,0
1649,0,0,0,0,0,0,0,0,0
1650,0,0,0,0,0,0,0,0,0
1651,0,0,0,0,0,0,0,0,0
1652,0,0,0,0,0,0,0,0,0
1653,0,0,0,0,0,0,0,0,0
1654,0,0,0,0,0,0,0,0,0
1655,0,0,0,0,0,0,0,0,0
1656,0,0,0,0,0,0,0,0,0
1657,0,0,0,0,0,0,0,1,0
1658,0,0,0,0,0,9.70076497564656e-271,1,0,0
1659,0,0,0,0,0,0,0,0,0
1660,0,0,0,0,0,0,0,0,0
1661,0,0,0,0,0,0,0,0,0
1662,0,0,0,0,0,0,0,0,0
1663,0,0,0,0,0,0,0,0,0
1664,0,0,0,0,0,0,0,0,0
1665,0,0,0,0,0,0,0,0,0
1666,0,0,0,0,0,0,0,0,0
1667,0,0,0,0,0,0,0,0,0
1668,0,0,0,0,0,0,0,0,0
1669,0,0,0,0,0,0,0,0,0
1670,0,0,0,0,0,0,0,0,0
1671,0,0,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,0,0
1673,0,0,0,0,0,0,0,0,0
1674,0,0,0,0,0,0,0,0,3.47634094555349e-92
1675,0,0,0,0,0,0,0,0,0
1676,0,0,0,0,0,0,0,0,0
1677,0,0,0,0,0,0,0,0,0
